industry,job_title,company_name,company_tier,location,base_salary,bonus_val,equity_val,signing_bonus,working_hours,years_exp,promotion_chance,remote_status
37,Consulting,Senior Management Consultant,Bain,Private,Boston MA,165000,55000,10000,25000,55,6,High,Hybrid
38,Healthcare,Senior Data Scientist,UnitedHealth Group,Public,Minneapolis MN,138000,20000,25000,15000,42,5,Medium,Remote
39,Technology,Senior Product Manager,Uber,Public,San Francisco CA,185000,38000,120000,25000,45,7,High,Hybrid
40,Cybersecurity,Senior Penetration Tester,Palo Alto Networks,Public,Santa Clara CA,155000,28000,55000,18000,43,6,High,Remote
41,Finance,Senior Accountant,PwC,Public,Chicago IL,98000,13000,0,8000,44,5,Medium,Hybrid
42,Energy,Senior Reservoir Engineer,Chevron,Public,Houston TX,148000,22000,15000,12000,43,7,Medium,Onsite
43,Manufacturing,Senior Mechanical Engineer,Lockheed Martin,Public,Fort Worth TX,132000,18000,12000,10000,42,6,Low,Onsite
44,Real Estate,Senior Asset Manager,Blackstone,Public,New York NY,175000,95000,40000,30000,50,8,Medium,Hybrid
45,Technology,Senior Machine Learning Engineer,Anthropic,Late-Stage Startup,San Francisco CA,210000,55000,250000,35000,47,7,High,Hybrid
46,Media,Senior UX Designer,Netflix,Public,Los Angeles CA,158000,22000,80000,20000,41,6,Medium,Remote
47,Logistics,Senior Supply Chain Manager,Apple,Public,Cupertino CA,162000,30000,65000,18000,43,8,Medium,Onsite
48,Finance,Senior Investment Analyst,Bridgewater Associates,Private,Westport CT,185000,145000,30000,35000,58,6,Medium,Onsite
49,Technology,Senior Data Scientist,Palantir,Public,New York NY,178000,40000,90000,22000,45,7,High,Hybrid
50,Technology,Chief Technology Officer,Scale AI,Late-Stage Startup,San Francisco CA,280000,180000,950000,75000,55,15,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Public,Chicago IL,110000,62000,15000,20000,55,2,High,Onsite
2,Technology,Junior Software Engineer,TechNova,Startup,San Francisco CA,115000,12000,45000,10000,42,1,High,Hybrid
3,Healthcare,Medical Billing Specialist,MedCore Health,SME,Columbus OH,42000,3500,0,2000,40,1,Medium,Onsite
4,Finance,Junior Accountant,Deloitte,Public,New York NY,68000,7500,0,5000,45,1,Medium,Hybrid
5,Technology,Data Analyst,Palantir,Public,Denver CO,88000,10000,12000,8000,43,2,High,Hybrid
6,Logistics,Junior Supply Chain Analyst,FedEx,Public,Memphis TN,54000,4500,0,3000,40,2,Medium,Onsite
7,Technology,Frontend Developer,PixelStack,Startup,Austin TX,95000,9000,38000,7000,42,2,High,Remote
8,Finance,Equity Research Associate,Goldman Sachs,Public,New York NY,125000,75000,5000,25000,65,3,High,Onsite
9,Engineering,Junior Civil Engineer,AECOM,Public,Dallas TX,72000,5000,0,4000,40,1,Medium,Onsite
10,Technology,Machine Learning Engineer,DeepMind,Public,San Francisco CA,155000,30000,60000,20000,45,3,High,Hybrid
11,Healthcare,Junior Nurse Practitioner,Kaiser Permanente,Public,Portland OR,82000,6000,0,8000,40,1,Medium,Onsite
12,Marketing,Junior Marketing Coordinator,BrandLift,SME,Nashville TN,46000,3000,2000,2000,40,1,Low,Onsite
13,Finance,Junior Trader,Jane Street,Private,New York NY,130000,90000,10000,30000,60,2,High,Onsite
14,Technology,Junior DevOps Engineer,CloudPeak,Startup,Remote,98000,8000,32000,6000,42,2,High,Remote
15,Legal,Paralegal,Skadden Arps,Public,New York NY,72000,6000,0,5000,45,2,Medium,Onsite
16,Engineering,Mechanical Engineer Intern,Boeing,Public,Seattle WA,58000,3000,0,2500,40,0,Low,Onsite
17,Finance,Junior Financial Analyst,JPMorgan Chase,Public,Chicago IL,82000,12000,0,8000,48,1,Medium,Hybrid
18,Technology,AI Research Intern,OpenAI,Startup,San Francisco CA,120000,15000,70000,15000,44,1,High,Onsite
19,Retail,Store Manager Trainee,Target,Public,Minneapolis MN,48000,4000,500,1500,42,1,Medium,Onsite
20,Technology,Junior Backend Engineer,Stripe,Private,San Francisco CA,130000,14000,55000,15000,43,2,High,Hybrid
21,Healthcare,Pharmacy Technician,CVS Health,Public,Phoenix AZ,38000,2500,0,1500,38,1,Low,Onsite
22,Finance,Junior Risk Analyst,Morgan Stanley,Public,New York NY,95000,20000,3000,10000,50,2,High,Hybrid
23,Engineering,Electrical Engineer,Lockheed Martin,Public,Fort Worth TX,85000,7000,2000,5000,42,3,Medium,Onsite
24,Technology,Junior QA Engineer,DataSoft,SME,Austin TX,75000,5500,8000,4000,40,1,Medium,Remote
25,Media,Junior Content Producer,BuzzStream,SME,Los Angeles CA,52000,3000,5000,2000,40,1,Low,Hybrid
26,Finance,Quantitative Researcher,Two Sigma,Private,New York NY,175000,140000,30000,50000,58,4,High,Onsite
27,Technology,Product Manager,Airbnb,Public,San Francisco CA,155000,25000,50000,20000,45,5,High,Hybrid
28,Engineering,Senior Mechanical Engineer,SpaceX,Private,Hawthorne CA,130000,18000,40000,15000,55,6,Medium,Onsite
29,Finance,Senior Financial Analyst,BlackRock,Public,New York NY,120000,30000,8000,15000,48,6,High,Hybrid
30,Technology,Senior Software Engineer,Meta,Public,Menlo Park CA,195000,40000,80000,30000,44,7,Medium,Hybrid
31,Healthcare,Senior Physician,Cleveland Clinic,Public,Cleveland OH,285000,30000,0,40000,50,8,Low,Onsite
32,Consulting,Management Consultant,McKinsey,Private,New York NY,165000,45000,10000,30000,60,5,High,Hybrid
33,Legal,Senior Associate Attorney,Sullivan Cromwell,Public,New York NY,215000,50000,0,30000,65,6,Medium,Onsite
34,Engineering,Senior Data Engineer,Snowflake,Public,San Mateo CA,175000,28000,65000,25000,43,7,High,Remote
35,Technology,Staff Machine Learning Engineer,Anthropic,Startup,San Francisco CA,230000,55000,150000,40000,46,9,High,Hybrid
36,Finance,Senior Accountant,Ernst Young,Public,Chicago IL,95000,12000,0,8000,45,5,Medium,Hybrid
37,Technology,Senior Product Designer,Figma,Private,San Francisco CA,160000,20000,55000,18000,42,6,High,Remote
38,Engineering,Senior Shipbuilding Engineer,Huntington Ingalls,Public,Newport News VA,105000,10000,3000,8000,42,7,Low,Onsite
39,Technology,Junior iOS Developer,AppSpark,Startup,Austin TX,92000,7000,30000,5000,42,2,High,Remote
40,Finance,Junior Compliance Officer,Fidelity,Public,Boston MA,72000,8000,0,5000,40,2,Medium,Hybrid
41,Logistics,Junior Warehouse Operations Analyst,Amazon,Public,Louisville KY,58000,4000,5000,3000,40,1,Medium,Onsite
42,Technology,Junior Data Scientist,Databricks,Startup,San Francisco CA,125000,13000,48000,12000,43,2,High,Hybrid
43,Marketing,SEO Analyst,GrowthHive,SME,Remote,50000,3500,3000,2000,40,1,Medium,Remote
44,Healthcare,Junior Medical Researcher,NIH,Public,Bethesda MD,68000,4000,0,3000,40,2,Medium,Onsite
45,Finance,Junior Insurance Underwriter,AIG,Public,Hartford CT,65000,7000,0,4000,40,1,Medium,Hybrid
46,Technology,Junior Cloud Engineer,Oracle,Public,Austin TX,90000,8000,10000,6000,40,2,Medium,Hybrid
47,Engineering,Junior Aerospace Engineer,Northrop Grumman,Public,El Segundo CA,88000,6500,3000,5000,42,1,Medium,Onsite
48,Consulting,Junior Business Analyst,Accenture,Public,Chicago IL,72000,8000,2000,5000,42,2,High,Hybrid
49,Technology,Junior Cybersecurity Analyst,CrowdStrike,Public,Austin TX,88000,9000,15000,7000,42,2,High,Remote
50,Finance,Chief Investment Officer,Bridgewater,Public,Westport CT,500000,400000,200000,100000,55,20,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Large Public,Chicago IL,115000,72000,15000,20000,55,2,Medium,Onsite
2,Technology,Junior Software Engineer,Notion,Series C Startup,San Francisco CA,125000,12000,85000,15000,42,1,High,Hybrid
3,Healthcare,Medical Billing Specialist,HCA Healthcare,Large Public,Nashville TN,42000,3500,0,2000,40,1,Low,Onsite
4,Technology,Junior Data Analyst,Accenture,Large Public,Chicago IL,72000,6000,2000,5000,42,1,Medium,Hybrid
5,Finance,Junior Accountant,Deloitte,Large Public,Columbus OH,58000,6500,0,4000,45,1,Low,Hybrid
6,Technology,Machine Learning Engineer I,Hugging Face,Series C Startup,New York NY,138000,18000,120000,20000,44,2,High,Remote
7,Retail,Junior Inventory Analyst,Target,Large Public,Minneapolis MN,52000,4000,500,2000,40,1,Low,Onsite
8,Finance,Investment Banking Analyst,Goldman Sachs,Large Public,New York NY,110000,85000,8000,30000,80,2,Medium,Onsite
9,Engineering,Junior Mechanical Engineer,Caterpillar,Large Public,Peoria IL,68000,5000,1200,4000,42,1,Medium,Onsite
10,Technology,Junior Frontend Developer,Shopify,Large Public,Remote,88000,7000,6000,8000,40,1,Medium,Remote
11,Logistics,Supply Chain Coordinator,FedEx,Large Public,Memphis TN,55000,4200,800,3000,40,1,Low,Onsite
12,Finance,Equity Research Analyst,Morgan Stanley,Large Public,New York NY,105000,62000,5000,25000,65,2,Medium,Onsite
13,Technology,Junior DevOps Engineer,HashiCorp,Series D Startup,Austin TX,98000,9000,45000,10000,42,2,High,Remote
14,Healthcare,Junior Clinical Data Analyst,Pfizer,Large Public,New York NY,82000,8000,3000,7000,42,1,Medium,Hybrid
15,Real Estate,Junior Property Analyst,CBRE,Large Public,Dallas TX,62000,5500,0,3000,40,1,Low,Onsite
16,Technology,AI Research Scientist I,OpenAI,Series E Startup,San Francisco CA,165000,45000,250000,30000,48,3,High,Hybrid
17,Manufacturing,Junior Process Engineer,Procter & Gamble,Large Public,Cincinnati OH,72000,6000,1500,5000,42,1,Medium,Onsite
18,Finance,Junior Risk Analyst,JPMorgan Chase,Large Public,New York NY,95000,22000,4000,15000,50,2,Medium,Hybrid
19,Energy,Junior Petroleum Engineer,Chevron,Large Public,Houston TX,88000,9000,3000,8000,42,2,Medium,Onsite
20,Technology,Junior QA Engineer,Intuit,Large Public,Mountain View CA,92000,7500,5000,8000,40,1,Low,Hybrid
21,Media,Junior Content Strategist,BuzzFeed,Small Public,New York NY,58000,3500,500,2000,40,1,Low,Hybrid
22,Finance,Junior Credit Analyst,Wells Fargo,Large Public,Charlotte NC,62000,7000,1000,5000,42,2,Low,Onsite
23,Technology,Junior iOS Developer,Duolingo,Mid-stage Startup,Pittsburgh PA,95000,9000,38000,10000,42,1,High,Hybrid
24,Aerospace,Junior Systems Engineer,Lockheed Martin,Large Public,Fort Worth TX,82000,7000,2000,6000,42,2,Medium,Onsite
25,Technology,Junior Backend Engineer,Stripe,Series I Startup,San Francisco CA,140000,16000,95000,20000,44,2,High,Hybrid
26,Consulting,Junior Management Consultant,McKinsey,Private Partnership,New York NY,92000,25000,0,30000,60,1,High,Hybrid
27,Healthcare,Junior Biostatistician,Eli Lilly,Large Public,Indianapolis IN,72000,6500,1500,5000,40,2,Medium,Hybrid
28,Technology,Data Engineer I,Databricks,Series H Startup,San Francisco CA,135000,15000,110000,18000,44,2,High,Hybrid
29,Finance,Junior Compliance Analyst,Charles Schwab,Large Public,Omaha NE,58000,5000,800,3000,40,1,Low,Hybrid
30,Engineering,Junior Civil Engineer,AECOM,Large Public,Los Angeles CA,74000,5500,1000,4000,40,1,Medium,Onsite
31,Technology,Junior Cybersecurity Analyst,Palo Alto Networks,Large Public,Santa Clara CA,105000,10000,8000,10000,42,1,Medium,Hybrid
32,Finance,Junior Trader,Jane Street,Private Partnership,New York NY,125000,110000,0,50000,60,2,Medium,Onsite
33,Agriculture,Junior Agricultural Economist,Cargill,Private,Minneapolis MN,60000,5000,0,3000,40,1,Low,Hybrid
34,Technology,Junior Product Manager,Airbnb,Large Public,San Francisco CA,118000,14000,22000,15000,42,2,High,Hybrid
35,Technology,Senior Software Engineer,Anthropic,Series C Startup,San Francisco CA,195000,35000,380000,50000,46,6,High,Hybrid
36,Finance,Senior Quantitative Researcher,Two Sigma,Private Partnership,New York NY,220000,280000,50000,100000,55,7,Medium,Onsite
37,Consulting,Senior Management Consultant,Boston Consulting Group,Private Partnership,Chicago IL,165000,60000,0,40000,60,6,High,Hybrid
38,Technology,Senior Data Scientist,Netflix,Large Public,Los Gatos CA,210000,40000,120000,50000,7,7,Medium,Hybrid
39,Healthcare,Senior Medical Affairs Manager,Johnson & Johnson,Large Public,New Brunswick NJ,145000,22000,15000,20000,45,6,Medium,Hybrid
40,Finance,Senior Investment Analyst,BlackRock,Large Public,New York NY,155000,75000,20000,35000,52,6,Medium,Hybrid
41,Technology,Senior Machine Learning Engineer,Google DeepMind,Large Public,Mountain View CA,245000,55000,180000,80000,45,7,High,Hybrid
42,Engineering,Senior Structural Engineer,Bechtel,Private,Houston TX,118000,14000,5000,12000,44,7,Medium,Onsite
43,Technology,Senior Product Manager,Figma,Series F Startup,San Francisco CA,185000,38000,220000,45000,45,6,High,Hybrid
44,Real Estate,Senior Acquisitions Manager,Blackstone,Large Public,New York NY,165000,95000,25000,40000,52,8,Medium,Onsite
45,Technology,Senior Cloud Architect,Amazon Web Services,Large Public,Seattle WA,200000,45000,90000,60000,45,8,Medium,Hybrid
46,Biotech,Senior Research Scientist,Moderna,Large Public,Cambridge MA,155000,24000,35000,25000,44,7,Medium,Hybrid
47,Finance,Senior Risk Manager,Citadel,Large Public,Chicago IL,185000,145000,30000,50000,55,8,Medium,Onsite
48,Energy,Senior Reservoir Engineer,ExxonMobil,Large Public,Houston TX,138000,20000,12000,18000,44,8,Low,Onsite
49,Technology,Senior UX Researcher,Meta,Large Public,Menlo Park CA,190000,42000,95000,55000,44,7,Medium,Hybrid
50,Technology,Chief Technology Officer,Scale AI,Series E Startup,San Francisco CA,320000,180000,8500000,200000,55,18,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Public,Chicago IL,110000,62000,15000,20000,55,2,High,Onsite
2,Technology,Junior Software Engineer,Meta,Public,San Francisco CA,135000,18000,45000,15000,42,1,High,Hybrid
3,Finance,Junior Accountant,Deloitte,Public,Cleveland OH,52000,6000,0,3000,40,1,Medium,Onsite
4,Healthcare,Junior Data Analyst,Cleveland Clinic,Public,Cleveland OH,58000,5000,0,2000,40,1,Medium,Hybrid
5,Technology,Junior Frontend Developer,Webflow,Series C,San Francisco CA,118000,12000,28000,10000,40,2,High,Remote
6,Finance,Junior Investment Banking Analyst,Goldman Sachs,Public,New York NY,110000,55000,5000,25000,80,2,High,Onsite
7,Technology,Junior Machine Learning Engineer,OpenAI,Series D,San Francisco CA,145000,22000,80000,20000,45,2,High,Hybrid
8,Logistics,Junior Supply Chain Analyst,UPS,Public,Louisville KY,50000,4500,0,2000,40,1,Medium,Onsite
9,Technology,Junior DevOps Engineer,Datadog,Public,New York NY,120000,14000,22000,12000,42,2,High,Hybrid
10,Manufacturing,Junior Process Engineer,Caterpillar,Public,Peoria IL,62000,5500,0,3000,40,2,Medium,Onsite
11,Finance,Junior Trader,Jane Street,Private,New York NY,130000,90000,10000,30000,60,2,High,Onsite
12,Technology,Junior iOS Developer,Apple,Public,San Francisco CA,130000,16000,40000,15000,42,1,High,Onsite
13,Healthcare,Junior Biostatistician,Pfizer,Public,New York NY,82000,9000,5000,5000,40,2,Medium,Hybrid
14,Real Estate,Junior Real Estate Analyst,CBRE,Public,Dallas TX,58000,7000,0,3000,42,1,Medium,Onsite
15,Energy,Junior Petroleum Engineer,ExxonMobil,Public,Houston TX,88000,10000,0,8000,42,2,Medium,Onsite
16,Technology,Junior Data Scientist,Palantir,Public,New York NY,125000,18000,30000,15000,45,2,High,Hybrid
17,Finance,Junior Compliance Analyst,JPMorgan Chase,Public,New York NY,72000,8000,2000,5000,42,1,Medium,Hybrid
18,Aerospace,Junior Systems Engineer,Lockheed Martin,Public,Fort Worth TX,78000,7000,0,5000,40,2,Medium,Onsite
19,Technology,Junior Backend Engineer,Stripe,Series H,San Francisco CA,140000,20000,60000,18000,43,2,High,Hybrid
20,Consulting,Junior Management Consultant,McKinsey,Private,Chicago IL,95000,22000,0,10000,55,2,High,Hybrid
21,Technology,Junior Product Manager,Figma,Series D,San Francisco CA,115000,15000,35000,12000,42,2,High,Hybrid
22,Media,Junior Content Strategist,BuzzFeed,Public,New York NY,52000,4000,500,2000,40,1,Low,Hybrid
23,Finance,Junior Risk Analyst,Bank of America,Public,Charlotte NC,65000,7500,0,4000,42,1,Medium,Hybrid
24,Technology,Junior QA Engineer,Salesforce,Public,San Francisco CA,105000,11000,18000,10000,40,1,Medium,Remote
25,Biotech,Junior Research Scientist,Moderna,Public,Boston MA,82000,9000,12000,7000,42,2,Medium,Onsite
26,Technology,Junior Data Engineer,Snowflake,Public,San Francisco CA,128000,16000,35000,14000,42,2,High,Remote
27,Retail,Junior Merchandising Analyst,Target,Public,Minneapolis MN,52000,4000,0,2000,40,1,Low,Onsite
28,Finance,Junior Private Equity Analyst,KKR,Private,New York NY,115000,65000,8000,25000,75,2,High,Onsite
29,Technology,Junior AI Research Engineer,Anthropic,Series C,San Francisco CA,150000,25000,90000,25000,45,2,High,Hybrid
30,Cybersecurity,Junior Security Analyst,CrowdStrike,Public,Austin TX,88000,9000,10000,8000,42,2,High,Remote
31,Logistics,Junior Operations Analyst,Amazon,Public,Seattle WA,85000,12000,20000,10000,42,2,Medium,Hybrid
32,Architecture,Junior Architect,Gensler,Private,Los Angeles CA,62000,5000,0,3000,40,2,Low,Onsite
33,Finance,Junior Actuary,Prudential,Public,Newark NJ,78000,9000,0,6000,40,2,High,Hybrid
34,Technology,Junior Cloud Engineer,AWS,Public,Seattle WA,122000,15000,30000,13000,42,2,High,Hybrid
35,Finance,Senior Quantitative Trader,Two Sigma,Private,New York NY,220000,280000,50000,75000,60,7,Medium,Onsite
36,Technology,Senior AI Researcher,DeepMind,Public,San Francisco CA,210000,55000,120000,50000,45,8,Medium,Hybrid
37,Finance,Senior Investment Banker,Morgan Stanley,Public,New York NY,200000,180000,15000,50000,80,7,High,Onsite
38,Consulting,Senior Strategy Consultant,Bain,Private,New York NY,165000,55000,0,25000,55,6,High,Hybrid
39,Technology,Senior Software Engineer,Google,Public,San Francisco CA,195000,40000,90000,40000,43,7,Medium,Hybrid
40,Healthcare,Senior Epidemiologist,CDC,Government,Atlanta GA,105000,8000,0,5000,40,10,Low,Hybrid
41,Biotech,Senior Drug Discovery Scientist,Genentech,Public,San Francisco CA,148000,25000,35000,20000,42,8,Medium,Onsite
42,Technology,Senior Product Manager,Uber,Public,San Francisco CA,175000,38000,55000,30000,45,7,High,Hybrid
43,Energy,Senior Petroleum Engineer,Chevron,Public,Houston TX,148000,22000,0,15000,42,8,Medium,Onsite
44,Finance,Senior Portfolio Manager,Vanguard,Public,Philadelphia PA,175000,60000,10000,20000,45,9,Medium,Hybrid
45,Real Estate,Senior Acquisitions Manager,Blackstone,Public,New York NY,175000,80000,20000,30000,50,8,High,Onsite
46,Cybersecurity,Senior Penetration Tester,Mandiant,Public,Washington DC,138000,20000,15000,15000,42,7,Medium,Remote
47,Technology,Senior Data Scientist,Netflix,Public,Los Angeles CA,185000,42000,70000,35000,43,7,High,Hybrid
48,Manufacturing,Senior Robotics Engineer,Boston Dynamics,Private,Boston MA,142000,18000,25000,15000,42,8,Medium,Onsite
49,Aerospace,Senior Propulsion Engineer,SpaceX,Private,Los Angeles CA,155000,22000,40000,20000,50,9,Medium,Onsite
50,Finance,Chief Investment Officer,Bridgewater Associates,Private,Westport CT,500000,600000,250000,150000,55,22,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Public,Chicago IL,95000,52000,8000,15000,55,2,High,Onsite
2,Technology,Junior Software Engineer,Meta,Public,San Francisco CA,135000,18000,45000,20000,42,1,High,Hybrid
3,Finance,Junior Accountant,Deloitte,Public,Cleveland OH,52000,6500,0,3000,40,1,Medium,Onsite
4,Healthcare,Medical Billing Specialist,Cleveland Clinic,Public,Cleveland OH,44000,3500,0,2000,40,1,Low,Onsite
5,Technology,Data Analyst,Palantir,Public,New York NY,98000,14000,22000,10000,45,2,High,Hybrid
6,Finance,Equity Research Analyst,Goldman Sachs,Public,New York NY,110000,62000,5000,20000,65,2,High,Onsite
7,Technology,Junior Machine Learning Engineer,OpenAI,Startup,San Francisco CA,145000,20000,120000,25000,50,2,High,Hybrid
8,Logistics,Supply Chain Coordinator,FedEx,Public,Memphis TN,48000,4500,0,2500,40,1,Low,Onsite
9,Manufacturing,Junior Process Engineer,Caterpillar,Public,Peoria IL,62000,5500,2000,4000,42,2,Medium,Onsite
